corpus	app	file	module_outcome	n_exports	n_compiled	n_skipped
OTP_STDLIB	edoc-1.5	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/edoc-1.5/ebin/edoc_report.beam	loaded	12	2	10
OTP_STDLIB	edoc-1.5	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/edoc-1.5/ebin/edoc_run.beam	loaded	6	2	4
OTP_STDLIB	edoc-1.5	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/edoc-1.5/ebin/edoc_scanner.beam	loaded	5	2	3
OTP_STDLIB	edoc-1.5	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/edoc-1.5/ebin/edoc_specs.beam	loaded	9	4	5
OTP_STDLIB	edoc-1.5	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/edoc-1.5/ebin/edoc_tags.beam	loaded	12	2	10
OTP_STDLIB	edoc-1.5	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/edoc-1.5/ebin/edoc_types.beam	loaded	11	4	7
OTP_STDLIB	edoc-1.5	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/edoc-1.5/ebin/edoc_wiki.beam	loaded	4	2	2
OTP_STDLIB	eldap-1.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/eldap-1.3/ebin/ELDAPv3.beam	loaded	111	8	103
OTP_STDLIB	eldap-1.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/eldap-1.3/ebin/eldap.beam	loaded	51	13	38
OTP_STDLIB	erts-17.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/erts-17.0.3/ebin/atomics.beam	loaded	12	9	3
OTP_STDLIB	erts-17.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/erts-17.0.3/ebin/counters.beam	loaded	8	2	6
OTP_STDLIB	erts-17.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/erts-17.0.3/ebin/erl_init.beam	loaded	4	2	2
OTP_STDLIB	erts-17.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/erts-17.0.3/ebin/erl_prim_loader.beam	loaded	22	2	20
OTP_STDLIB	erts-17.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/erts-17.0.3/ebin/erl_tracer.beam	loaded	6	2	4
OTP_STDLIB	erts-17.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/erts-17.0.3/ebin/erlang.beam	loaded	353	278	75
OTP_STDLIB	erts-17.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/erts-17.0.3/ebin/erts_code_purger.beam	loaded	8	3	5
OTP_STDLIB	erts-17.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/erts-17.0.3/ebin/erts_dirty_process_signal_handler.beam	loaded	3	2	1
OTP_STDLIB	erts-17.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/erts-17.0.3/ebin/erts_internal.beam	loaded	100	75	25
OTP_STDLIB	erts-17.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/erts-17.0.3/ebin/erts_literal_area_collector.beam	loaded	5	4	1
OTP_STDLIB	erts-17.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/erts-17.0.3/ebin/erts_trace_cleaner.beam	loaded	5	4	1
OTP_STDLIB	erts-17.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/erts-17.0.3/ebin/init.beam	loaded	25	2	23
OTP_STDLIB	erts-17.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/erts-17.0.3/ebin/persistent_term.beam	loaded	9	9	0
OTP_STDLIB	erts-17.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/erts-17.0.3/ebin/prim_buffer.beam	loaded	13	2	11
OTP_STDLIB	erts-17.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/erts-17.0.3/ebin/prim_eval.beam	loaded	3	2	1
OTP_STDLIB	erts-17.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/erts-17.0.3/ebin/prim_file.beam	loaded	53	7	46
OTP_STDLIB	erts-17.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/erts-17.0.3/ebin/prim_inet.beam	loaded	62	2	60
OTP_STDLIB	erts-17.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/erts-17.0.3/ebin/prim_net.beam	loaded	20	0	20
OTP_STDLIB	erts-17.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/erts-17.0.3/ebin/prim_socket.beam	loaded	57	3	54
OTP_STDLIB	erts-17.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/erts-17.0.3/ebin/prim_zip.beam	loaded	7	2	5
OTP_STDLIB	erts-17.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/erts-17.0.3/ebin/socket_registry.beam	loaded	12	2	10
OTP_STDLIB	erts-17.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/erts-17.0.3/ebin/zlib.beam	loaded	31	2	29
OTP_STDLIB	et-1.8	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/et-1.8/ebin/et.beam	loaded	8	8	0
OTP_STDLIB	et-1.8	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/et-1.8/ebin/et_collector.beam	loaded	30	3	27
OTP_STDLIB	et-1.8	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/et-1.8/ebin/et_selector.beam	loaded	5	2	3
OTP_STDLIB	et-1.8	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/et-1.8/ebin/et_viewer.beam	loaded	11	2	9
OTP_STDLIB	et-1.8	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/et-1.8/ebin/et_wx_contents_viewer.beam	loaded	11	4	7
OTP_STDLIB	et-1.8	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/et-1.8/ebin/et_wx_viewer.beam	loaded	9	4	5
OTP_STDLIB	eunit-2.11	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/eunit-2.11/ebin/eunit.beam	loaded	25	8	17
OTP_STDLIB	eunit-2.11	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/eunit-2.11/ebin/eunit_autoexport.beam	loaded	3	2	1
OTP_STDLIB	eunit-2.11	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/eunit-2.11/ebin/eunit_data.beam	loaded	15	5	10
OTP_STDLIB	eunit-2.11	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/eunit-2.11/ebin/eunit_lib.beam	loaded	28	4	24
OTP_STDLIB	eunit-2.11	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/eunit-2.11/ebin/eunit_listener.beam	loaded	6	3	3
OTP_STDLIB	eunit-2.11	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/eunit-2.11/ebin/eunit_proc.beam	loaded	9	3	6
OTP_STDLIB	eunit-2.11	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/eunit-2.11/ebin/eunit_serial.beam	loaded	4	3	1
OTP_STDLIB	eunit-2.11	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/eunit-2.11/ebin/eunit_server.beam	loaded	10	3	7
OTP_STDLIB	eunit-2.11	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/eunit-2.11/ebin/eunit_striptests.beam	loaded	3	2	1
OTP_STDLIB	eunit-2.11	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/eunit-2.11/ebin/eunit_surefire.beam	loaded	10	4	6
OTP_STDLIB	eunit-2.11	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/eunit-2.11/ebin/eunit_test.beam	loaded	10	3	7
OTP_STDLIB	eunit-2.11	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/eunit-2.11/ebin/eunit_tests.beam	loaded	8	3	5
OTP_STDLIB	eunit-2.11	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/eunit-2.11/ebin/eunit_tty.beam	loaded	10	4	6
OTP_STDLIB	ftp-1.2.6	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/ftp-1.2.6/ebin/ftp.beam	loaded	44	40	4
OTP_STDLIB	ftp-1.2.6	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/ftp-1.2.6/ebin/ftp_app.beam	loaded	4	4	0
OTP_STDLIB	ftp-1.2.6	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/ftp-1.2.6/ebin/ftp_internal.beam	loaded	47	2	45
OTP_STDLIB	ftp-1.2.6	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/ftp-1.2.6/ebin/ftp_progress.beam	loaded	6	3	3
OTP_STDLIB	ftp-1.2.6	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/ftp-1.2.6/ebin/ftp_response.beam	loaded	5	2	3
OTP_STDLIB	ftp-1.2.6	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/ftp-1.2.6/ebin/ftp_sup.beam	loaded	5	3	2
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/http_chunk.beam	loaded	11	2	9
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/http_request.beam	loaded	7	2	5
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/http_response.beam	loaded	4	2	2
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/http_transport.beam	loaded	21	6	15
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/http_uri.beam	loaded	4	4	0
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/http_util.beam	loaded	15	7	8
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpc.beam	loaded	39	5	34
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpc_cookie.beam	loaded	11	2	9
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpc_handler.beam	loaded	13	3	10
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpc_handler_sup.beam	loaded	5	3	2
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpc_manager.beam	loaded	29	3	26
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpc_profile_sup.beam	loaded	7	2	5
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpc_request.beam	loaded	5	3	2
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpc_response.beam	loaded	14	3	11
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpc_sup.beam	loaded	4	2	2
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpd.beam	loaded	16	5	11
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpd_acceptor.beam	loaded	7	2	5
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpd_acceptor_sup.beam	loaded	4	2	2
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpd_cgi.beam	loaded	4	2	2
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpd_conf.beam	loaded	16	3	13
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpd_connection_sup.beam	loaded	6	4	2
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpd_custom.beam	loaded	7	4	3
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpd_custom_api.beam	loaded	3	2	1
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpd_esi.beam	loaded	4	2	2
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpd_example.beam	loaded	20	2	18
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpd_file.beam	loaded	3	2	1
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpd_instance_sup.beam	loaded	5	2	3
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpd_log.beam	loaded	6	2	4
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpd_logger.beam	loaded	5	2	3
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpd_manager.beam	loaded	20	3	17
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpd_misc_sup.beam	loaded	8	2	6
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpd_request.beam	loaded	16	2	14
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpd_request_handler.beam	loaded	12	4	8
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpd_response.beam	loaded	15	3	12
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpd_script_env.beam	loaded	3	2	1
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpd_socket.beam	loaded	6	4	2
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpd_sup.beam	loaded	9	3	6
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/httpd_util.beam	loaded	38	2	36
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/inets.beam	loaded	19	9	10
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/inets_app.beam	loaded	4	4	0
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/inets_lib.beam	loaded	5	2	3
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/inets_service.beam	loaded	3	2	1
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/inets_sup.beam	loaded	4	2	2
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/inets_trace.beam	loaded	8	3	5
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/mod_actions.beam	loaded	4	2	2
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/mod_alias.beam	loaded	8	2	6
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/mod_auth.beam	loaded	34	2	32
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/mod_auth_dets.beam	loaded	13	2	11
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/mod_auth_mnesia.beam	loaded	28	3	25
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/mod_auth_plain.beam	loaded	13	2	11
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/mod_auth_server.beam	loaded	22	5	17
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/mod_cgi.beam	loaded	5	2	3
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/mod_dir.beam	loaded	3	2	1
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/mod_disk_log.beam	loaded	8	2	6
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/mod_esi.beam	loaded	6	2	4
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/mod_get.beam	loaded	3	2	1
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/mod_head.beam	loaded	3	2	1
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/mod_log.beam	loaded	9	2	7
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/mod_range.beam	loaded	3	2	1
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/mod_responsecontrol.beam	loaded	3	2	1
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/mod_security.beam	loaded	17	5	12
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/mod_security_server.beam	loaded	24	5	19
OTP_STDLIB	inets-9.7.1	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/inets-9.7.1/ebin/mod_trace.beam	loaded	3	2	1
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/application.beam	loaded	41	17	24
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/application_controller.beam	loaded	48	7	41
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/application_master.beam	loaded	8	2	6
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/application_starter.beam	loaded	3	2	1
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/auth.beam	loaded	20	5	15
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/code.beam	loaded	71	13	58
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/code_server.beam	loaded	11	4	7
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/data_publisher.beam	loaded	15	8	7
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/disk_log.beam	loaded	50	5	45
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/disk_log_1.beam	loaded	46	3	43
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/disk_log_server.beam	loaded	14	6	8
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/disk_log_sup.beam	loaded	4	2	2
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/dist_ac.beam	loaded	16	7	9
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/dist_util.beam	loaded	16	3	13
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/erl_boot_server.beam	loaded	20	7	13
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/erl_compile_server.beam	loaded	8	4	4
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/erl_ddll.beam	loaded	20	10	10
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/erl_debugger.beam	loaded	15	15	0
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/erl_distribution.beam	loaded	7	2	5
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/erl_epmd.beam	loaded	22	7	15
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/erl_erts_errors.beam	loaded	4	2	2
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/erl_kernel_errors.beam	loaded	3	2	1
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/erl_reply.beam	loaded	3	2	1
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/erl_signal_handler.beam	loaded	9	7	2
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/erpc.beam	loaded	35	2	33
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/error_handler.beam	loaded	7	3	4
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/error_logger.beam	loaded	31	3	28
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/erts_debug.beam	loaded	35	22	13
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/file.beam	loaded	71	3	68
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/file_io_server.beam	loaded	6	2	4
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/file_server.beam	loaded	12	5	7
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/gen_sctp.beam	loaded	25	2	23
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/gen_tcp.beam	loaded	16	3	13
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/gen_tcp_socket.beam	loaded	31	4	27
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/gen_udp.beam	loaded	15	4	11
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/gen_udp_socket.beam	loaded	27	4	23
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/global.beam	loaded	39	6	33
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/global_group.beam	loaded	35	5	30
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/global_search.beam	loaded	9	2	7
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/group.beam	loaded	16	3	13
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/group_history.beam	loaded	4	2	2
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/heart.beam	loaded	13	2	11
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/inet.beam	loaded	101	23	78
OTP_STDLIB	kernel-11.0.3	/opt/homebrew/Cellar/erlang/29.0.3/lib/erlang/lib/kernel-11.0.3/ebin/inet6_sctp.beam	loaded	17	13	4
